SEX,AGE,ISO,ANNEE,TAUX_CHOMAGE
F,40-44,AT,2016,4.7
F,40-44,BE,2016,5.5
F,40-44,BG,2016,6.1
F,40-44,CH,2016,4.8
F,40-44,CY,2016,9.4
F,40-44,CZ,2016,3.9
F,40-44,DE,2016,3.2
F,40-44,DK,2016,4.0
F,40-44,EE,2016,5.0
F,40-44,GR,2016,25.1
F,40-44,ES,2016,18.7
F,40-44,FI,2016,6.4
F,40-44,FR,2016,7.2
F,40-44,HR,2016,10.7
F,40-44,HU,2016,3.9
F,40-44,IE,2016,7.3
F,40-44,IT,2016,11.2
F,40-44,LT,2016,6.9
F,40-44,LU,2016,4.5
F,40-44,LV,2016,8.2
F,40-44,ME,2016,15.0
F,40-44,MK,2016,16.5
F,40-44,MT,2016,6.4
F,40-44,NL,2016,5.5
F,40-44,NO,2016,2.7
F,40-44,PL,2016,5.2
F,40-44,PT,2016,8.8
F,40-44,RO,2016,4.0
F,40-44,RS,2016,12.9
F,40-44,SE,2016,4.6
F,40-44,SI,2016,5.9
F,40-44,SK,2016,7.5
F,40-44,TR,2016,9.9
F,40-59,AT,2016,4.3
F,40-59,BE,2016,5.5
F,40-59,BG,2016,6.4
F,40-59,CH,2016,4.4
F,40-59,CY,2016,9.2
F,40-59,CZ,2016,3.8
F,40-59,DE,2016,3.1
F,40-59,DK,2016,4.0
F,40-59,EE,2016,5.5
F,40-59,GR,2016,23.3
F,40-59,ES,2016,18.9
F,40-59,FI,2016,6.6
F,40-59,FR,2016,7.0
F,40-59,HR,2016,10.7
F,40-59,HU,2016,3.9
F,40-59,IE,2016,6.4
F,40-59,IT,2016,8.5
F,40-59,LT,2016,7.3
F,40-59,LU,2016,4.9
F,40-59,LV,2016,8.1
F,40-59,ME,2016,12.3
F,40-59,MK,2016,16.9
F,40-59,MT,2016,5.1
F,40-59,NL,2016,5.8
F,40-59,NO,2016,2.3
F,40-59,PL,2016,4.8
F,40-59,PT,2016,9.2
F,40-59,RO,2016,3.5
F,40-59,RS,2016,11.6
F,40-59,SE,2016,4.3
F,40-59,SI,2016,5.8
F,40-59,SK,2016,8.7
F,40-59,TR,2016,8.0
F,40-64,AT,2016,4.2
F,40-64,BE,2016,5.4
F,40-64,BG,2016,6.4
F,40-64,CH,2016,4.2
F,40-64,CY,2016,9.2
F,40-64,CZ,2016,3.7
F,40-64,DE,2016,3.2
F,40-64,DK,2016,4.0
F,40-64,EE,2016,5.5
F,40-64,GR,2016,22.8
F,40-64,ES,2016,18.7
F,40-64,FI,2016,6.6
F,40-64,FR,2016,6.9
F,40-64,HR,2016,10.2
F,40-64,HU,2016,4.0
F,40-64,IE,2016,6.3
F,40-64,IS,2016,1.4
F,40-64,IT,2016,8.1
F,40-64,LT,2016,7.0
F,40-64,LU,2016,4.9
F,40-64,LV,2016,7.6
F,40-64,ME,2016,11.6
F,40-64,MK,2016,16.3
F,40-64,MT,2016,4.8
F,40-64,NL,2016,6.1
F,40-64,NO,2016,2.1
F,40-64,PL,2016,4.6
F,40-64,PT,2016,9.2
F,40-64,RO,2016,3.3
F,40-64,RS,2016,11.0
F,40-64,SE,2016,4.3
F,40-64,SI,2016,5.8
F,40-64,SK,2016,8.5
F,40-64,TR,2016,7.5
F,45-49,AT,2016,4.3
F,45-49,BE,2016,5.1
F,45-49,BG,2016,5.6
F,45-49,CH,2016,5.1
F,45-49,CY,2016,9.0
F,45-49,CZ,2016,3.2
F,45-49,DE,2016,2.7
F,45-49,DK,2016,3.8
F,45-49,EE,2016,3.2
F,45-49,GR,2016,23.5
F,45-49,ES,2016,19.6
F,45-49,FI,2016,5.6
F,45-49,FR,2016,7.3
F,45-49,HR,2016,10.6
F,45-49,HU,2016,3.6
F,45-49,IE,2016,7.1
F,45-49,IT,2016,9.4
F,45-49,LT,2016,6.9
F,45-49,LU,2016,6.8
F,45-49,LV,2016,6.6
F,45-49,ME,2016,15.0
F,45-49,MK,2016,18.4
F,45-49,NL,2016,5.6
F,45-49,NO,2016,3.0
F,45-49,PL,2016,4.7
F,45-49,PT,2016,9.8
F,45-49,RO,2016,3.1
F,45-49,RS,2016,12.9
F,45-49,SE,2016,4.2
F,45-49,SI,2016,5.8
F,45-49,SK,2016,8.2
F,45-49,TR,2016,8.4
F,50-54,AT,2016,3.9
F,50-54,BE,2016,5.1
F,50-54,BG,2016,7.3
F,50-54,CH,2016,4.2
F,50-54,CY,2016,9.7
F,50-54,CZ,2016,3.9
F,50-54,DE,2016,3.1
F,50-54,DK,2016,4.2
F,50-54,EE,2016,5.5
F,50-54,GR,2016,22.7
F,50-54,ES,2016,19.4
F,50-54,FI,2016,7.3
F,50-54,FR,2016,6.9
F,50-54,HR,2016,12.0
F,50-54,HU,2016,4.2
F,50-54,IE,2016,5.1
F,50-54,IT,2016,7.1
F,50-54,LT,2016,8.1
F,50-54,LU,2016,3.6
F,50-54,LV,2016,8.9
F,50-54,MK,2016,16.0
F,50-54,MT,2016,5.9
F,50-54,NL,2016,5.5
F,50-54,NO,2016,1.8
F,50-54,PL,2016,5.0
F,50-54,PT,2016,8.9
F,50-54,RO,2016,4.2
F,50-54,RS,2016,10.6
F,50-54,SE,2016,4.2
F,50-54,SI,2016,6.4
F,50-54,SK,2016,8.6
F,50-54,TR,2016,6.4
F,50-59,AT,2016,4.1
F,50-59,BE,2016,5.7
F,50-59,BG,2016,7.1
F,50-59,CH,2016,3.9
F,50-59,CY,2016,9.1
F,50-59,CZ,2016,4.1
F,50-59,DE,2016,3.2
F,50-59,DK,2016,4.2
F,50-59,EE,2016,7.0
F,50-59,GR,2016,21.7
F,50-59,ES,2016,18.7
F,50-59,FI,2016,7.1
F,50-59,FR,2016,6.7
F,50-59,HR,2016,10.7
F,50-59,HU,2016,4.1
F,50-59,IE,2016,5.3
F,50-59,IT,2016,6.3
F,50-59,LT,2016,7.5
F,50-59,LU,2016,3.8
F,50-59,LV,2016,8.7
F,50-59,ME,2016,8.8
F,50-59,MK,2016,16.3
F,50-59,MT,2016,5.2
F,50-59,NL,2016,6.1
F,50-59,NO,2016,1.6
F,50-59,PL,2016,4.5
F,50-59,PT,2016,9.1
F,50-59,RO,2016,3.5
F,50-59,RS,2016,10.1
F,50-59,SE,2016,4.2
F,50-59,SI,2016,5.8
F,50-59,SK,2016,9.7
F,50-59,TR,2016,5.4
F,50-64,AT,2016,3.8
F,50-64,BE,2016,5.6
F,50-64,BG,2016,6.9
F,50-64,CH,2016,3.6
F,50-64,CY,2016,9.1
F,50-64,CZ,2016,3.8
F,50-64,DE,2016,3.4
F,50-64,DK,2016,4.1
F,50-64,EE,2016,6.5
F,50-64,GR,2016,20.9
F,50-64,ES,2016,18.2
F,50-64,FI,2016,7.0
F,50-64,FR,2016,6.6
F,50-64,HR,2016,9.7
F,50-64,HU,2016,4.3
F,50-64,IE,2016,5.4
F,50-64,IT,2016,5.9
F,50-64,LT,2016,7.1
F,50-64,LU,2016,3.8
F,50-64,LV,2016,7.8
F,50-64,ME,2016,7.8
F,50-64,MK,2016,15.2
F,50-64,MT,2016,4.4
F,50-64,NL,2016,6.6
F,50-64,NO,2016,1.5
F,50-64,PL,2016,4.2
F,50-64,PT,2016,9.0
F,50-64,RO,2016,3.1
F,50-64,RS,2016,9.1
F,50-64,SE,2016,4.3
F,50-64,SI,2016,5.8
F,50-64,SK,2016,9.2
F,50-64,TR,2016,4.7
F,50-74,AT,2016,3.7
F,50-74,BE,2016,5.5
F,50-74,BG,2016,6.7
F,50-74,CH,2016,3.4
F,50-74,CY,2016,8.6
F,50-74,CZ,2016,3.7
F,50-74,DE,2016,3.2
F,50-74,DK,2016,3.8
F,50-74,EE,2016,5.8
F,50-74,GR,2016,20.4
F,50-74,ES,2016,18.0
F,50-74,FI,2016,6.7
F,50-74,FR,2016,6.5
F,50-74,HR,2016,9.4
F,50-74,HU,2016,4.3
F,50-74,IE,2016,5.1
F,50-74,IT,2016,5.8
F,50-74,LT,2016,6.7
F,50-74,LU,2016,3.8
F,50-74,LV,2016,7.3
F,50-74,ME,2016,7.3
F,50-74,MK,2016,14.7
F,50-74,MT,2016,4.3
F,50-74,NL,2016,6.5
F,50-74,NO,2016,1.4
F,50-74,PL,2016,4.0
F,50-74,PT,2016,8.5
F,50-74,RO,2016,2.6
F,50-74,RS,2016,8.3
F,50-74,SE,2016,4.2
F,50-74,SI,2016,5.6
F,50-74,SK,2016,9.0
F,50-74,TR,2016,4.2
F,55-59,AT,2016,4.5
F,55-59,BE,2016,6.5
F,55-59,BG,2016,6.8
F,55-59,CH,2016,3.5
F,55-59,CY,2016,8.3
F,55-59,CZ,2016,4.4
F,55-59,DE,2016,3.3
F,55-59,DK,2016,4.2
F,55-59,EE,2016,8.4
F,55-59,GR,2016,20.1
F,55-59,ES,2016,17.7
F,55-59,FI,2016,6.9
F,55-59,FR,2016,6.4
F,55-59,HR,2016,8.8
F,55-59,HU,2016,4.0
F,55-59,IE,2016,5.7
F,55-59,IT,2016,5.3
F,55-59,LT,2016,7.0
F,55-59,LV,2016,8.5
F,55-59,MK,2016,16.6
F,55-59,NL,2016,7.0
F,55-59,NO,2016,1.4
F,55-59,PL,2016,4.1
F,55-59,PT,2016,9.4
F,55-59,RO,2016,2.8
F,55-59,RS,2016,9.5
F,55-59,SE,2016,4.1
F,55-59,SI,2016,4.9
F,55-59,SK,2016,11.0
F,55-59,TR,2016,3.7
F,55-64,AT,2016,3.8
F,55-64,BE,2016,6.0
F,55-64,BG,2016,6.6
F,55-64,CH,2016,3.1
F,55-64,CY,2016,8.6
F,55-64,CZ,2016,3.8
F,55-64,DE,2016,3.6
F,55-64,DK,2016,3.9
F,55-64,EE,2016,7.2
F,55-64,GR,2016,19.0
F,55-64,ES,2016,17.2
F,55-64,FI,2016,6.9
F,55-64,FR,2016,6.3
F,55-64,HR,2016,7.4
F,55-64,HU,2016,4.5
F,55-64,IE,2016,5.6
F,55-64,IT,2016,4.8
F,55-64,LT,2016,6.5
F,55-64,LV,2016,7.1
F,55-64,MK,2016,14.3
F,55-64,NL,2016,7.4
F,55-64,NO,2016,1.2
F,55-64,PL,2016,3.5
F,55-64,PT,2016,9.1
F,55-64,RO,2016,2.3
F,55-64,RS,2016,7.8
F,55-64,SE,2016,4.4
F,55-64,SI,2016,5.1
F,55-64,SK,2016,9.7
F,55-64,TR,2016,3.0
F,60-64,BE,2016,4.4
F,60-64,BG,2016,6.2
F,60-64,CH,2016,2.5
F,60-64,CY,2016,9.1
F,60-64,CZ,2016,2.3
F,60-64,DE,2016,4.0
F,60-64,DK,2016,3.5
F,60-64,EE,2016,5.2
F,60-64,GR,2016,16.6
F,60-64,ES,2016,16.3
F,60-64,FI,2016,6.9
F,60-64,FR,2016,6.1
F,60-64,HR,2016,4.0
F,60-64,HU,2016,5.7
F,60-64,IE,2016,5.4
F,60-64,IT,2016,3.6
F,60-64,LT,2016,5.4
F,60-64,LV,2016,4.6
F,60-64,MK,2016,8.2
F,60-64,NL,2016,8.1
F,60-64,NO,2016,1.0
F,60-64,PL,2016,1.9
F,60-64,PT,2016,8.7
F,60-64,RS,2016,4.3
F,60-64,SE,2016,4.7
F,60-64,SI,2016,6.0
F,60-64,SK,2016,5.0
F,60-64,TR,2016,1.9
F,65-69,GR,2016,11.9
F,65-69,ES,2016,6.5
F,65-69,FR,2016,4.4
F,65-69,IT,2016,3.7
F,65-69,NL,2016,5.8
F,65-69,SE,2016,2.6
F,65-74,CZ,2016,1.1
F,65-74,GR,2016,11.3
F,65-74,ES,2016,6.1
F,65-74,FR,2016,3.6
F,65-74,IT,2016,3.4
F,65-74,NL,2016,4.9
F,65-74,SE,2016,2.7
F,65-74,TR,2016,0.9
F,70-74,TR,2016,2.2
M,15-19,AT,2016,13.7
M,15-19,BE,2016,28.3
M,15-19,CH,2016,9.9
M,15-19,CZ,2016,22.7
M,15-19,DE,2016,8.1
M,15-19,DK,2016,17.2
M,15-19,EE,2016,33.4
M,15-19,GR,2016,54.3
M,15-19,ES,2016,58.8
M,15-19,FI,2016,31.7
M,15-19,FR,2016,31.0
M,15-19,HR,2016,48.5
M,15-19,HU,2016,26.8
M,15-19,IE,2016,23.3
M,15-19,IT,2016,55.6
M,15-19,LT,2016,22.0
M,15-19,LU,2016,31.0
M,15-19,ME,2016,43.6
M,15-19,MK,2016,59.2
M,15-19,MT,2016,17.2
M,15-19,NL,2016,14.9
M,15-19,NO,2016,18.6
M,15-19,PL,2016,32.9
M,15-19,PT,2016,35.1
M,15-19,RO,2016,28.3
M,15-19,RS,2016,37.9
M,15-19,SE,2016,34.7
M,15-19,SI,2016,12.1
M,15-19,SK,2016,43.9
M,15-19,TR,2016,15.7
M,15-24,AT,2016,12.1
M,15-24,BE,2016,21.7
M,15-24,BG,2016,17.4
M,15-24,CH,2016,8.8
M,15-24,CY,2016,25.8
M,15-24,CZ,2016,9.9
M,15-24,DE,2016,7.8
M,15-24,DK,2016,13.5
M,15-24,EE,2016,17.3
M,15-24,GR,2016,44.3
M,15-24,ES,2016,44.0
M,15-24,FI,2016,21.8
M,15-24,FR,2016,24.9
M,15-24,HR,2016,30.9
M,15-24,HU,2016,12.9
M,15-24,IE,2016,19.7
M,15-24,IS,2016,6.7
M,15-24,IT,2016,36.5
M,15-24,LT,2016,15.9
M,15-24,LU,2016,19.7
M,15-24,LV,2016,21.4
M,15-24,ME,2016,36.9
M,15-24,MK,2016,47.9
M,15-24,MT,2016,10.2
M,15-24,NL,2016,11.4
M,15-24,NO,2016,13.0
M,15-24,PL,2016,17.4
M,15-24,PT,2016,27.1
M,15-24,RO,2016,19.9
M,15-24,RS,2016,32.2
M,15-24,SE,2016,20.5
M,15-24,SI,2016,15.6
M,15-24,SK,2016,19.8
M,15-24,TR,2016,17.2
M,15-29,AT,2016,10.4
M,15-29,BE,2016,15.3
M,15-29,BG,2016,13.3
M,15-29,CH,2016,7.7
M,15-29,CY,2016,20.7
M,15-29,CZ,2016,6.3
M,15-29,DE,2016,6.9
M,15-29,DK,2016,11.3
M,15-29,EE,2016,11.6
M,15-29,GR,2016,33.9
M,15-29,ES,2016,32.9
M,15-29,FI,2016,16.4
M,15-29,FR,2016,18.8
M,15-29,HR,2016,23.8
M,15-29,HU,2016,8.9
M,15-29,IE,2016,16.2
M,15-29,IS,2016,5.0
M,15-29,IT,2016,26.9
M,15-29,LT,2016,11.5
M,15-29,LU,2016,10.4
M,15-29,LV,2016,14.7
M,15-29,ME,2016,29.9
M,15-29,MK,2016,41.2
M,15-29,MT,2016,7.7
M,15-29,NL,2016,8.9
M,15-29,NO,2016,10.6
M,15-29,PL,2016,11.7
M,15-29,PT,2016,20.6
M,15-29,RO,2016,13.5
M,15-29,RS,2016,27.5
M,15-29,SE,2016,14.5
M,15-29,SI,2016,13.5
M,15-29,SK,2016,13.9
M,15-29,TR,2016,14.9
M,15-39,AT,2016,8.1
M,15-39,BE,2016,10.8
M,15-39,BG,2016,9.8
M,15-39,CH,2016,6.1
M,15-39,CY,2016,14.8
M,15-39,CZ,2016,4.3
M,15-39,DE,2016,5.8
M,15-39,DK,2016,8.3
M,15-39,EE,2016,7.9
M,15-39,GR,2016,24.6
M,15-39,ES,2016,22.2
M,15-39,FI,2016,11.2
M,15-39,FR,2016,13.7
M,15-39,HR,2016,16.2
M,15-39,HU,2016,6.4
M,15-39,IE,2016,11.6
M,15-39,IS,2016,4.5
M,15-39,IT,2016,17.2
M,15-39,LT,2016,9.5
M,15-39,LU,2016,7.2
M,15-39,LV,2016,11.2
M,15-39,ME,2016,24.3
M,15-39,MK,2016,31.0
M,15-39,MT,2016,5.0
M,15-39,NL,2016,6.5
M,15-39,NO,2016,8.4
M,15-39,PL,2016,7.8
M,15-39,PT,2016,13.3
M,15-39,RO,2016,9.2
M,15-39,RS,2016,20.6
M,15-39,SE,2016,10.2
M,15-39,SI,2016,9.2
M,15-39,SK,2016,10.3
M,15-39,TR,2016,11.3
M,15-59,AT,2016,6.6
M,15-59,BE,2016,8.3
M,15-59,BG,2016,8.3
M,15-59,CH,2016,5.1
M,15-59,CY,2016,12.8
M,15-59,CZ,2016,3.4
M,15-59,DE,2016,4.6
M,15-59,DK,2016,6.0
M,15-59,EE,2016,7.7
M,15-59,GR,2016,20.0
M,15-59,ES,2016,18.4
M,15-59,FI,2016,9.4
M,15-59,FR,2016,10.4
M,15-59,HR,2016,12.8
M,15-59,HU,2016,5.1
M,15-59,IE,2016,9.5
M,15-59,IS,2016,3.1
M,15-59,IT,2016,11.5
M,15-59,LT,2016,9.3
M,15-59,LU,2016,6.1
M,15-59,LV,2016,11.3
M,15-59,ME,2016,19.0
M,15-59,MK,2016,25.0
M,15-59,MT,2016,4.5
M,15-59,NL,2016,5.3
M,15-59,NO,2016,5.8
M,15-59,PL,2016,6.3
M,15-59,PT,2016,11.5
M,15-59,RO,2016,7.0
M,15-59,RS,2016,15.8
M,15-59,SE,2016,7.7
M,15-59,SI,2016,7.6
M,15-59,SK,2016,8.9
M,15-59,TR,2016,9.8
M,15-64,AT,2016,6.6
M,15-64,BE,2016,8.1
M,15-64,BG,2016,8.2
M,15-64,CH,2016,5.0
M,15-64,CY,2016,12.9
M,15-64,CZ,2016,3.4
M,15-64,DE,2016,4.6
M,15-64,DK,2016,5.8
M,15-64,EE,2016,7.7
M,15-64,GR,2016,19.9
M,15-64,ES,2016,18.2
M,15-64,FI,2016,9.3
M,15-64,FR,2016,10.3
M,15-64,HR,2016,12.6
M,15-64,HU,2016,5.2
M,15-64,IE,2016,9.3
M,15-64,IS,2016,3.1
M,15-64,IT,2016,11.1
M,15-64,LT,2016,9.3
M,15-64,LU,2016,6.0
M,15-64,LV,2016,11.2
M,15-64,ME,2016,18.5
M,15-64,MK,2016,24.6
M,15-64,MT,2016,4.4
M,15-64,NL,2016,5.6
M,15-64,NO,2016,5.5
M,15-64,PL,2016,6.2
M,15-64,PT,2016,11.6
M,15-64,RO,2016,6.8
M,15-64,RS,2016,15.3
M,15-64,SE,2016,7.6
M,15-64,SI,2016,7.6
M,15-64,SK,2016,8.8
M,15-64,TR,2016,9.7
M,15-74,AT,2016,6.5
M,15-74,BE,2016,8.1
M,15-74,BG,2016,8.1
M,15-74,CH,2016,4.9
M,15-74,CY,2016,12.7
M,15-74,CZ,2016,3.4
M,15-74,DE,2016,4.5
M,15-74,DK,2016,5.6
M,15-74,EE,2016,7.6
M,15-74,GR,2016,19.9
M,15-74,ES,2016,18.1
M,15-74,FI,2016,9.0
M,15-74,FR,2016,10.2
M,15-74,HR,2016,12.4
M,15-74,HU,2016,5.1
M,15-74,IE,2016,9.1
M,15-74,IS,2016,2.9
M,15-74,IT,2016,10.9
M,15-74,LT,2016,9.1
M,15-74,LU,2016,6.0
M,15-74,LV,2016,10.9
M,15-74,ME,2016,18.3
M,15-74,MK,2016,24.4
M,15-74,MT,2016,4.4
M,15-74,NL,2016,5.6
M,15-74,NO,2016,5.4
M,15-74,PL,2016,6.1
M,15-74,PT,2016,11.2
M,15-74,RO,2016,6.6
M,15-74,RS,2016,14.8
M,15-74,SE,2016,7.4
M,15-74,SI,2016,7.5
M,15-74,SK,2016,8.8
M,15-74,TR,2016,9.6
M,20-24,AT,2016,11.4
M,20-24,BE,2016,20.8
M,20-24,BG,2016,15.8
M,20-24,CH,2016,8.0
M,20-24,CY,2016,25.2
M,20-24,CZ,2016,8.9
M,20-24,DE,2016,7.7
M,20-24,DK,2016,11.3
M,20-24,EE,2016,15.0
M,20-24,GR,2016,43.0
M,20-24,ES,2016,40.9
M,20-24,FI,2016,18.4
M,20-24,FR,2016,23.2
M,20-24,HR,2016,25.6
M,20-24,HU,2016,11.3
M,20-24,IE,2016,18.3
M,20-24,IS,2016,6.3
M,20-24,IT,2016,33.6
M,20-24,LT,2016,15.3
M,20-24,LU,2016,16.5
M,20-24,LV,2016,21.0
M,20-24,ME,2016,34.9
M,20-24,MK,2016,45.5
M,20-24,MT,2016,8.1
M,20-24,NL,2016,8.7
M,20-24,NO,2016,10.2
M,20-24,PL,2016,16.0
M,20-24,PT,2016,25.6
M,20-24,RO,2016,17.5
M,20-24,RS,2016,30.9
M,20-24,SE,2016,15.8
M,20-24,SI,2016,16.2
M,20-24,SK,2016,17.1
M,20-24,TR,2016,18.2
M,20-29,AT,2016,9.8
M,20-29,BE,2016,14.6
M,20-29,BG,2016,12.6
M,20-29,CH,2016,7.1
M,20-29,CY,2016,20.3
M,20-29,CZ,2016,5.8
M,20-29,DE,2016,6.7
M,20-29,DK,2016,9.6
M,20-29,EE,2016,10.5
M,20-29,GR,2016,33.1
M,20-29,ES,2016,30.8
M,20-29,FI,2016,14.1
M,20-29,FR,2016,17.5
M,20-29,HR,2016,20.7
M,20-29,HU,2016,8.1
M,20-29,IE,2016,14.9
M,20-29,IS,2016,4.3
M,20-29,IT,2016,25.2
M,20-29,LT,2016,11.1
M,20-29,LU,2016,8.6
M,20-29,LV,2016,14.2
M,20-29,ME,2016,28.5
M,20-29,MK,2016,39.6
M,20-29,MT,2016,6.6
M,20-29,NL,2016,6.8
M,20-29,NO,2016,8.9
M,20-29,PL,2016,11.0
M,20-29,PT,2016,19.5
M,20-29,RO,2016,12.2
M,20-29,RS,2016,26.6
M,20-29,SE,2016,11.5
M,20-29,SI,2016,13.6
M,20-29,SK,2016,12.6
M,20-29,TR,2016,14.8
M,20-64,AT,2016,6.2
M,20-64,BE,2016,7.9
M,20-64,BG,2016,8.1
M,20-64,CH,2016,4.8
M,20-64,CY,2016,12.8
M,20-64,CZ,2016,3.3
M,20-64,DE,2016,4.5
M,20-64,DK,2016,5.2
M,20-64,EE,2016,7.4
M,20-64,GR,2016,19.7
M,20-64,ES,2016,17.8
M,20-64,FI,2016,8.6
M,20-64,FR,2016,9.9
M,20-64,HR,2016,11.7
M,20-64,HU,2016,5.0
M,20-64,IE,2016,8.8
M,20-64,IS,2016,2.8
M,20-64,IT,2016,10.8
M,20-64,LT,2016,9.2
M,20-64,LU,2016,5.6
M,20-64,LV,2016,11.0
M,20-64,ME,2016,17.8
M,20-64,MK,2016,24.0
M,20-64,MT,2016,4.0
M,20-64,NL,2016,5.0
M,20-64,NO,2016,5.0
M,20-64,PL,2016,6.0
M,20-64,PT,2016,11.3
M,20-64,RO,2016,6.4
M,20-64,RS,2016,15.0
M,20-64,SE,2016,6.7
M,20-64,SI,2016,7.5
M,20-64,SK,2016,8.5
M,20-64,TR,2016,9.4
M,25-29,AT,2016,8.5
M,25-29,BE,2016,11.1
M,25-29,BG,2016,11.2
M,25-29,CH,2016,6.6
M,25-29,CY,2016,17.9
M,25-29,CZ,2016,4.1
M,25-29,DE,2016,6.0
M,25-29,DK,2016,8.1
M,25-29,EE,2016,8.1
M,25-29,GR,2016,28.7
M,25-29,ES,2016,24.7
M,25-29,FI,2016,10.8
M,25-29,FR,2016,13.4
M,25-29,HR,2016,17.3
M,25-29,HU,2016,6.1
M,25-29,IE,2016,11.9
M,25-29,IT,2016,19.9
M,25-29,LT,2016,8.0
M,25-29,LU,2016,5.2
M,25-29,LV,2016,10.3
M,25-29,ME,2016,24.6
M,25-29,MK,2016,36.0
M,25-29,MT,2016,5.5
M,25-29,NL,2016,5.2
M,25-29,NO,2016,7.9
M,25-29,PL,2016,7.9
M,25-29,PT,2016,15.2
M,25-29,RO,2016,9.7
M,25-29,RS,2016,23.9
M,25-29,SE,2016,8.2
M,25-29,SI,2016,12.1
M,25-29,SK,2016,10.0
M,25-29,TR,2016,12.3
M,25-49,AT,2016,6.0
M,25-49,BE,2016,7.7
M,25-49,BG,2016,7.6
M,25-49,CH,2016,4.8
M,25-49,CY,2016,11.3
M,25-49,CZ,2016,2.8
M,25-49,DE,2016,4.4
M,25-49,DK,2016,4.8
M,25-49,EE,2016,6.1
M,25-49,GR,2016,18.7
M,25-49,ES,2016,16.5
M,25-49,FI,2016,7.3
M,25-49,FR,2016,9.2
M,25-49,HR,2016,10.7
M,25-49,HU,2016,4.5
M,25-49,IE,2016,8.0
M,25-49,IS,2016,2.5
M,25-49,IT,2016,10.8
M,25-49,LT,2016,8.4
M,25-49,LU,2016,5.2
M,25-49,LV,2016,9.3
M,25-49,ME,2016,18.9
M,25-49,MK,2016,23.8
M,25-49,MT,2016,3.7
M,25-49,NL,2016,3.9
M,25-49,NO,2016,5.3
M,25-49,PL,2016,5.2
M,25-49,PT,2016,9.5
M,25-49,RO,2016,6.2
M,25-49,RS,2016,15.3
M,25-49,SE,2016,5.8
M,25-49,SI,2016,7.0
M,25-49,SK,2016,7.6
M,25-49,TR,2016,8.4
M,25-54,AT,2016,5.7
M,25-54,BE,2016,7.3
M,25-54,BG,2016,7.6
M,25-54,CH,2016,4.5
M,25-54,CY,2016,11.4
M,25-54,CZ,2016,2.8
M,25-54,DE,2016,4.2
M,25-54,DK,2016,4.6
M,25-54,EE,2016,6.3
M,25-54,GR,2016,18.4
M,25-54,ES,2016,16.3
M,25-54,FI,2016,7.5
M,25-54,FR,2016,8.8
M,25-54,HR,2016,10.4
M,25-54,HU,2016,4.5
M,25-54,IE,2016,7.9
M,25-54,IS,2016,2.2
M,25-54,IT,2016,10.1
M,25-54,LT,2016,8.4
M,25-54,LU,2016,5.0
M,25-54,LV,2016,9.8
M,25-54,ME,2016,17.5
M,25-54,MK,2016,22.7
M,25-54,MT,2016,3.7
M,25-54,NL,2016,4.0
M,25-54,NO,2016,4.9
M,25-54,PL,2016,5.1
M,25-54,PT,2016,9.7
M,25-54,RO,2016,6.0
M,25-54,RS,2016,14.7
M,25-54,SE,2016,5.6
M,25-54,SI,2016,6.9
M,25-54,SK,2016,7.7
M,25-54,TR,2016,8.4
M,25-59,AT,2016,5.8
M,25-59,BE,2016,7.2
M,25-59,BG,2016,7.7
M,25-59,CH,2016,4.5
M,25-59,CY,2016,11.7
M,25-59,CZ,2016,2.9
M,25-59,DE,2016,4.2
M,25-59,DK,2016,4.6
M,25-59,EE,2016,6.7
M,25-59,GR,2016,18.5
M,25-59,ES,2016,16.5
M,25-59,FI,2016,7.6
M,25-59,FR,2016,8.7
M,25-59,HR,2016,10.6
M,25-59,HU,2016,4.4
M,25-59,IE,2016,7.9
M,25-59,IS,2016,2.3
M,25-59,IT,2016,9.6
M,25-59,LT,2016,8.5
M,25-59,LU,2016,5.1
M,25-59,LV,2016,10.3
M,25-59,ME,2016,16.7
M,25-59,MK,2016,22.4
M,25-59,MT,2016,3.7
M,25-59,NL,2016,4.1
M,25-59,NO,2016,4.6
M,25-59,PL,2016,5.1
M,25-59,PT,2016,10.1
M,25-59,RO,2016,5.9
M,25-59,RS,2016,14.2
M,25-59,SE,2016,5.7
M,25-59,SI,2016,6.9
M,25-59,SK,2016,7.9
M,25-59,TR,2016,8.4
M,25-64,AT,2016,5.7
M,25-64,BE,2016,7.0
M,25-64,BG,2016,7.7
M,25-64,CH,2016,4.5
M,25-64,CY,2016,11.8
M,25-64,CZ,2016,3.0
M,25-64,DE,2016,4.2
M,25-64,DK,2016,4.5
M,25-64,EE,2016,6.8
M,25-64,GR,2016,18.6
M,25-64,ES,2016,16.4
M,25-64,FI,2016,7.6
M,25-64,FR,2016,8.7
M,25-64,HR,2016,10.5
M,25-64,HU,2016,4.5
M,25-64,IE,2016,7.8
M,25-64,IS,2016,2.3
M,25-64,IT,2016,9.4
M,25-64,LT,2016,8.6
M,25-64,LU,2016,5.0
M,25-64,LV,2016,10.2
M,25-64,ME,2016,16.2
M,25-64,MK,2016,22.1
M,25-64,MT,2016,3.6
M,25-64,NL,2016,4.6
M,25-64,NO,2016,4.4
M,25-64,PL,2016,5.1
M,25-64,PT,2016,10.3
M,25-64,RO,2016,5.7
M,25-64,RS,2016,13.8
M,25-64,SE,2016,5.7
M,25-64,SI,2016,7.0
M,25-64,SK,2016,7.8
M,25-64,TR,2016,8.3
